DateOfReport,ReportID,ProductReference,SupplierName,GarmentType,Material,Weight,ProposedUnitsPerCarton,ProposedFoldingMethod,ProposedLayout,PackagingQuality,Size,Collection
2024-01-14,RPT0243446,PRD00020,SupplierH,Pants,Cotton,0.34,29.0,Method2,LayoutC,Good,S,Spring
2024-01-14,RPT0306848,PRD00008,SupplierA,T-Shirt,Polyester,0.13,49.0,Method2,LayoutB,Good,S,Spring
2024-01-14,RPT0392108,PRD00005,SupplierC,Shirt,Polyester,0.16,37.0,Method1,LayoutB,Good,M,Spring
2024-01-15,RPT0112554,PRD00034,SupplierH,Shorts,Silk,0.23,31.0,Method3,LayoutA,Bad,M,Summer
2024-01-15,RPT0115812,PRD00032,SupplierB,Shirt,Denim,0.3,22.0,Method2,LayoutB,Good,S,Summer
2024-01-15,RPT0146687,PRD00031,SupplierC,Skirt,Cotton,0.32,28.0,Method1,LayoutB,Good,L,Summer
2024-01-15,RPT0348003,PRD00017,SupplierG,Pants,Cotton,0.37,20.0,Method2,LayoutC,Good,L,Summer
2024-01-15,RPT0392177,PRD00008,SupplierF,T-Shirt,Polyester,0.13,34.0,Method1,LayoutA,Good,S,Spring
2024-01-15,RPT0436524,PRD00034,SupplierE,Shorts,Silk,0.23,28.0,Method3,LayoutA,Good,M,Summer
2024-01-16,RPT0070617,PRD00030,SupplierA,Shirt,Wool,0.26,34.0,Method3,LayoutC,Good,S,Winter
2024-01-16,RPT0076721,PRD00007,SupplierA,Shirt,Cotton,0.22,30.0,Method1,LayoutB,Good,XL,Winter
2024-01-16,RPT0491600,PRD00033,SupplierB,Shirt,Silk,0.14,30.0,Method3,LayoutB,Good,L,Winter
2024-01-17,RPT0266658,PRD00025,SupplierF,Dress,Wool,0.72,16.0,Method3,LayoutC,Good,M,Autumn
2024-01-17,RPT0477219,PRD00010,SupplierG,Coat,Linen,1.51,9.0,Method3,LayoutE,Bad,S,Summer
2024-01-18,RPT0156219,PRD00014,SupplierA,Pants,Cotton,0.42,24.0,Method2,LayoutC,Good,M,Winter
2024-01-18,RPT0253860,PRD00034,SupplierA,Shorts,Silk,0.23,22.0,Method3,LayoutA,Bad,M,Summer
2024-01-18,RPT0300419,PRD00016,SupplierB,Shirt,Cotton,0.2,23.0,Method1,LayoutB,Good,L,Spring
2024-01-18,RPT0444783,PRD00006,SupplierE,Shirt,Silk,0.16,45.0,Method3,LayoutA,Good,L,Summer
2024-01-19,RPT0046689,PRD00005,SupplierB,Shirt,Polyester,0.16,31.0,Method2,LayoutB,Good,M,Spring
2024-01-19,RPT0339899,PRD00025,SupplierA,Dress,Wool,0.72,12.0,Method3,LayoutC,Good,M,Autumn
2024-01-19,RPT0440253,PRD00031,SupplierA,Skirt,Cotton,0.32,20.0,Method2,LayoutB,Good,L,Summer
2024-01-20,RPT0001860,PRD00012,SupplierC,Shorts,Wool,0.33,34.0,Method3,LayoutC,Good,XS,Summer
2024-01-20,RPT0259528,PRD00006,SupplierB,Shirt,Silk,0.16,45.0,Method3,LayoutA,Bad,L,Summer
2024-01-21,RPT0053807,PRD00016,SupplierE,Shirt,Cotton,0.2,29.0,Method1,LayoutA,Good,L,Spring
2024-01-21,RPT0123805,PRD00012,SupplierA,Shorts,Wool,0.33,20.0,Method3,LayoutB,Good,XS,Summer
2024-01-21,RPT0262765,PRD00010,SupplierA,Coat,Linen,1.51,33.0,Method3,LayoutD,Good,S,Summer
2024-01-21,RPT0382510,PRD00018,SupplierA,Dress,Cotton,0.46,29.0,Method1,LayoutC,Good,XL,Winter
2024-01-21,RPT0465751,PRD00013,SupplierB,T-Shirt,Silk,0.1,43.0,Method3,LayoutA,Good,S,Summer
2024-01-22,RPT0078753,PRD00022,SupplierB,Shirt,Cotton,0.16,42.0,Method2,LayoutB,Good,M,Autumn
2024-01-22,RPT0355332,PRD00011,SupplierA,Shirt,Silk,0.15,39.0,Method3,LayoutB,Good,M,Summer
2024-01-22,RPT0437167,PRD00011,SupplierA,Shirt,Silk,0.15,32.0,Method3,LayoutB,Bad,M,Summer
2024-01-22,RPT0448681,PRD00032,SupplierA,Shirt,Denim,0.3,31.0,Method2,LayoutC,Good,S,Summer
2024-01-23,RPT0100058,PRD00020,SupplierE,Pants,Cotton,0.34,22.0,Method1,LayoutC,Good,S,Spring
2024-01-23,RPT0162109,PRD00017,SupplierC,Pants,Cotton,0.37,29.0,Method2,LayoutC,Good,L,Summer
2024-01-23,RPT0170827,PRD00031,SupplierB,Skirt,Cotton,0.32,23.0,Method1,LayoutB,Bad,L,Summer
2024-01-24,RPT0058024,PRD00008,SupplierB,T-Shirt,Polyester,0.13,44.0,Method2,LayoutB,Good,S,Spring
2024-01-24,RPT0122231,PRD00017,SupplierA,Pants,Cotton,0.37,26.0,Method1,LayoutC,Good,L,Summer
2024-01-24,RPT0281676,PRD00023,SupplierA,Pants,Silk,0.28,32.0,Method3,LayoutC,Good,M,Summer
2024-01-24,RPT0367067,PRD00019,SupplierA,Jacket,Cotton,0.76,17.0,Method2,LayoutC,Good,M,Summer
2024-01-25,RPT0422650,PRD00030,SupplierA,Shirt,Wool,0.26,22.0,Method3,LayoutC,Good,S,Winter
2024-01-26,RPT0178175,PRD00029,SupplierC,Skirt,Wool,0.32,33.0,Method3,LayoutC,Bad,S,Summer
2024-01-27,RPT0038519,PRD00004,SupplierA,Skirt,Polyester,0.25,26.0,Method1,LayoutB,Good,L,Winter
2024-01-27,RPT0256723,PRD00006,SupplierE,Shirt,Silk,0.16,39.0,Method3,LayoutB,Good,L,Summer
2024-01-27,RPT0261396,PRD00031,SupplierD,Skirt,Cotton,0.32,22.0,Method2,LayoutB,Good,L,Summer
2024-01-27,RPT0497365,PRD00034,SupplierD,Shorts,Silk,0.23,30.0,Method3,LayoutA,Good,M,Summer
2024-01-28,RPT0378428,PRD00002,SupplierF,Shorts,Cotton,0.35,20.0,Method1,LayoutB,Good,S,Summer
2024-01-29,RPT0109713,PRD00011,SupplierA,Shirt,Silk,0.15,31.0,Method3,LayoutA,Good,M,Summer
2024-01-29,RPT0124607,PRD00012,SupplierA,Shorts,Wool,0.33,26.0,Method3,LayoutB,Good,XS,Summer
2024-01-29,RPT0182798,PRD00028,SupplierA,Dress,Silk,0.37,34.0,Method3,LayoutB,Good,XS,Winter
2024-01-29,RPT0417791,PRD00004,SupplierB,Skirt,Polyester,0.25,20.0,Method1,LayoutC,Good,L,Winter
2024-01-30,RPT0023167,PRD00032,SupplierE,Shirt,Denim,0.3,24.0,Method2,LayoutB,Good,S,Summer
2024-01-30,RPT0047755,PRD00007,SupplierD,Shirt,Cotton,0.22,33.0,Method1,LayoutA,Bad,XL,Winter
2024-01-30,RPT0306278,PRD00017,SupplierH,Pants,Cotton,0.37,33.0,Method1,LayoutB,Good,L,Summer
2024-01-30,RPT0340349,PRD00020,SupplierF,Pants,Cotton,0.34,26.0,Method2,LayoutC,Good,S,Spring
2024-01-30,RPT0488529,PRD00017,SupplierF,Pants,Cotton,0.37,34.0,Method1,LayoutB,Good,L,Summer
2024-01-31,RPT0126475,PRD00027,SupplierD,Shirt,Silk,0.11,35.0,Method3,LayoutA,Good,S,Summer
2024-01-31,RPT0147695,PRD00008,SupplierA,T-Shirt,Polyester,0.13,46.0,Method2,LayoutA,Good,S,Spring
2024-01-31,RPT0269511,PRD00015,SupplierB,Shirt,Polyester,0.12,44.0,Method1,LayoutB,Good,M,Summer
2024-01-31,RPT0402583,PRD00003,SupplierA,Sweater,Cotton,0.85,3.0,Method2,LayoutD,Good,M,Spring
2024-02-01,RPT0446037,PRD00007,SupplierB,Shirt,Cotton,0.22,24.0,Method1,LayoutB,Good,XL,Winter
2024-02-02,RPT0010366,PRD00012,SupplierB,Shorts,Wool,0.33,29.0,Method3,LayoutB,Good,XS,Summer
2024-02-02,RPT0150977,PRD00021,SupplierD,Suit,Cotton,1.11,4.0,Method2,LayoutD,Bad,M,Spring
2024-02-02,RPT0382577,PRD00014,SupplierG,Pants,Cotton,0.42,23.0,Method1,LayoutB,Good,M,Winter
2024-02-02,RPT0421821,PRD00022,SupplierD,Shirt,Cotton,0.16,45.0,Method2,LayoutB,Good,M,Autumn
2024-02-02,RPT0423512,PRD00018,SupplierB,Dress,Cotton,0.46,28.0,Method1,LayoutC,Good,XL,Winter
2024-02-03,RPT0001635,PRD00022,SupplierB,Shirt,Cotton,0.16,45.0,Method2,LayoutB,Good,M,Autumn
2024-02-03,RPT0327060,PRD00019,SupplierF,Jacket,Cotton,0.76,17.0,Method2,LayoutC,Bad,M,Summer
2024-02-03,RPT0344038,PRD00009,SupplierB,Skirt,Linen,0.23,31.0,Method2,LayoutB,Good,L,Summer
2024-02-03,RPT0379687,PRD00018,SupplierH,Dress,Cotton,0.46,23.0,Method1,LayoutC,Bad,XL,Winter
2024-02-03,RPT0407748,PRD00006,SupplierC,Shirt,Silk,0.16,31.0,Method3,LayoutB,Bad,L,Summer
2024-02-03,RPT0437712,PRD00007,SupplierB,Shirt,Cotton,0.22,21.0,Method2,LayoutB,Good,XL,Winter
2024-02-04,RPT0176040,PRD00017,SupplierH,Pants,Cotton,0.37,31.0,Method1,LayoutC,Good,L,Summer
2024-02-04,RPT0387573,PRD00002,SupplierF,Shorts,Cotton,0.35,26.0,Method1,LayoutB,Bad,S,Summer
2024-02-05,RPT0047629,PRD00019,SupplierB,Jacket,Cotton,0.76,18.0,Method2,LayoutD,Good,M,Summer
2024-02-05,RPT0302994,PRD00010,SupplierA,Coat,Linen,1.51,7.0,Method2,LayoutD,Good,S,Summer
2024-02-05,RPT0401359,PRD00021,SupplierF,Suit,Cotton,1.11,9.0,Method1,LayoutD,Good,M,Spring
2024-02-06,RPT0109744,PRD00027,SupplierA,Shirt,Silk,0.11,48.0,Method3,LayoutA,Bad,S,Summer
2024-02-07,RPT0019589,PRD00028,SupplierG,Dress,Silk,0.37,30.0,Method3,LayoutC,Bad,XS,Winter
2024-02-07,RPT0202582,PRD00018,SupplierE,Dress,Cotton,0.46,29.0,Method1,LayoutB,Good,XL,Winter
2024-02-07,RPT0278063,PRD00018,SupplierC,Dress,Cotton,0.46,25.0,Method1,LayoutC,Good,XL,Winter
2024-02-07,RPT0320168,PRD00022,SupplierG,Shirt,Cotton,0.16,32.0,Method2,LayoutB,Good,M,Autumn
2024-02-08,RPT0036845,PRD00002,SupplierC,Shorts,Cotton,0.35,31.0,Method2,LayoutC,Good,S,Summer
2024-02-08,RPT0435645,PRD00005,SupplierC,Shirt,Polyester,0.16,36.0,Method2,LayoutB,Bad,M,Spring
2024-02-09,RPT0144005,PRD00031,SupplierE,Skirt,Cotton,0.32,21.0,Method1,LayoutB,Good,L,Summer
2024-02-09,RPT0286032,PRD00028,SupplierC,Dress,Silk,0.37,33.0,Method3,LayoutB,Bad,XS,Winter
2024-02-10,RPT0253369,PRD00016,SupplierB,Shirt,Cotton,0.2,30.0,Method1,LayoutB,Good,L,Spring
2024-02-10,RPT0311451,PRD00033,SupplierF,Shirt,Silk,0.14,40.0,Method3,LayoutA,bad,L,Winter
2024-02-10,RPT0398652,PRD00011,SupplierH,Shirt,Silk,0.15,33.0,Method3,LayoutA,Bad,M,Summer
2024-02-10,RPT0405086,PRD00002,SupplierH,Shorts,Cotton,0.35,30.0,Method1,LayoutB,Good,S,Summer
2024-02-11,RPT0094363,PRD00002,SupplierD,Shorts,Cotton,0.35,26.0,Method1,LayoutB,Good,S,Summer
2024-02-12,RPT0025815,PRD00028,SupplierB,Dress,Silk,0.37,33.0,Method3,LayoutB,Good,XS,Winter
2024-02-12,RPT0158217,PRD00017,SupplierE,Pants,Cotton,0.37,27.0,Method2,LayoutC,Good,L,Summer
2024-02-13,RPT0042450,PRD00012,SupplierC,Shorts,Wool,0.33,26.0,Method3,LayoutB,Bad,XS,Summer
2024-02-13,RPT0123418,PRD00004,SupplierA,Skirt,Polyester,0.25,20.0,Method2,LayoutB,Good,L,Winter
2024-02-13,RPT0333383,PRD00033,SupplierC,Shirt,Silk,0.14,40.0,Method3,LayoutB,Good,L,Winter
2024-02-13,RPT0447003,PRD00028,SupplierA,Dress,Silk,0.37,34.0,Method3,LayoutC,Good,XS,Winter
2024-02-14,RPT0351092,PRD00033,SupplierC,Shirt,Silk,0.14,32.0,Method3,LayoutA,Bad,L,Winter
2024-02-14,RPT0402613,PRD00026,SupplierA,T-Shirt,Cotton,0.15,42.0,Method2,LayoutA,Good,M,Autumn
2024-02-14,RPT0462897,PRD00026,SupplierA,T-Shirt,Cotton,0.15,33.0,Method2,LayoutB,Good,M,Autumn
2024-02-15,RPT0304270,PRD00007,SupplierC,Shirt,Cotton,0.22,24.0,Method2,LayoutA,Good,XL,Winter
2024-02-16,RPT0068200,PRD00028,SupplierD,Dress,Silk,0.37,26.0,Method3,LayoutC,Bad,XS,Winter
2024-02-16,RPT0075897,PRD00026,SupplierA,T-Shirt,Cotton,0.15,40.0,Method1,LayoutA,Good,M,Autumn
2024-02-16,RPT0119435,PRD00031,SupplierD,Skirt,Cotton,0.32,34.0,Method1,LayoutC,Good,L,Summer
2024-02-16,RPT0211065,PRD00017,SupplierC,Pants,Cotton,0.37,22.0,Method2,LayoutC,Good,L,Summer
2024-02-16,RPT0304705,PRD00001,SupplierA,Jacket,Cotton,0.84,14.0,Method1,LayoutD,Good,L,Summer
2024-02-16,RPT0419637,PRD00009,SupplierB,Skirt,Linen,0.23,31.0,Method3,LayoutB,Bad,L,Summer
2024-02-16,RPT0425462,PRD00006,SupplierD,Shirt,Silk,0.16,41.0,Method3,LayoutA,Good,L,Summer
2024-02-17,RPT0002175,PRD00017,SupplierB,Pants,Cotton,0.37,30.0,Method2,LayoutC,Good,L,Summer
2024-02-17,RPT0420670,PRD00027,SupplierB,Shirt,Silk,0.11,49.0,Method3,LayoutA,Good,S,Summer
2024-02-18,RPT0058861,PRD00033,SupplierB,Shirt,Silk,0.14,34.0,Method3,LayoutB,Bad,L,Winter
2024-02-18,RPT0406508,PRD00002,SupplierD,Shorts,Cotton,0.35,25.0,Method2,LayoutB,Good,S,Summer
2024-02-19,RPT0189292,PRD00007,SupplierC,Shirt,Cotton,0.22,22.0,Method1,LayoutB,Bad,XL,Winter
2024-02-19,RPT0301825,PRD00033,SupplierA,Shirt,Silk,0.14,40.0,Method3,LayoutA,Good,L,Winter
2024-02-19,RPT0389161,PRD00017,SupplierD,Pants,Cotton,0.37,23.0,Method1,LayoutC,Good,L,Summer
2024-02-19,RPT0438134,PRD00010,SupplierB,Coat,Linen,1.51,7.0,Method2,LayoutD,Good,S,Summer
2024-02-20,RPT0022419,PRD00017,SupplierC,Pants,Cotton,0.37,27.0,Method1,LayoutB,Bad,L,Summer
2024-02-20,RPT0054844,PRD00005,SupplierE,Shirt,Polyester,0.16,30.0,Method1,LayoutA,Good,M,Spring
2024-02-20,RPT0379670,PRD00023,SupplierH,Pants,Silk,0.28,31.0,Method3,LayoutB,Good,M,Summer
2024-02-21,RPT0000891,PRD00010,SupplierA,Coat,Linen,1.51,9.0,Method2,LayoutD,Good,S,Summer
2024-02-21,RPT0049592,PRD00003,SupplierA,Sweater,Cotton,0.85,17.0,Method2,LayoutC,Good,M,Spring
2024-02-21,RPT0305880,PRD00028,SupplierD,Dress,Silk,0.37,33.0,Method3,LayoutC,Good,XS,Winter
2024-02-21,RPT0342328,PRD00032,SupplierA,Shirt,Denim,0.3,12.0,Method2,LayoutC,Good,S,Summer
2024-02-21,RPT0450793,PRD00009,SupplierA,Skirt,Linen,0.23,27.0,Method2,LayoutF,Good,L,Summer
2024-02-22,RPT0203133,PRD00005,SupplierD,Shirt,Polyester,0.16,33.0,Method2,LayoutA,Good,M,Spring
2024-02-22,RPT0333844,PRD00022,SupplierF,Shirt,Cotton,0.16,36.0,Method2,LayoutB,Bad,M,Autumn
2024-02-22,RPT0352229,PRD00022,SupplierD,Shirt,Cotton,0.16,32.0,Method2,LayoutB,Good,M,Autumn
2024-02-22,RPT0369544,PRD00021,SupplierA,Suit,Cotton,1.11,9.0,Method2,LayoutD,Good,M,Spring
2024-02-23,RPT0127521,PRD00031,SupplierA,Skirt,Cotton,0.32,32.0,Method2,LayoutB,Good,L,Summer
2024-02-23,RPT0158894,PRD00019,SupplierB,Jacket,Cotton,0.76,16.0,Method2,LayoutD,Good,M,Summer
2024-02-23,RPT0179779,PRD00023,SupplierD,Pants,Silk,0.28,33.0,Method3,LayoutC,Uncertain,M,Summer
2024-02-23,RPT0216289,PRD00009,SupplierA,Skirt,Linen,0.23,28.0,Method2,LayoutA,Good,L,Summer
2024-02-23,RPT0330689,PRD00029,SupplierA,Skirt,Wool,0.32,23.0,Method3,LayoutC,Good,S,Summer
2024-02-23,RPT0374257,PRD00034,SupplierA,Shorts,Silk,0.23,30.0,Method3,LayoutB,Bad,M,Summer
2024-02-23,RPT0449817,PRD00018,SupplierC,Dress,Cotton,0.46,28.0,Method2,LayoutB,Bad,XL,Winter
2024-02-24,RPT0328688,PRD00019,SupplierF,Jacket,Cotton,0.76,17.0,Method2,LayoutC,Good,M,Summer
2024-02-24,RPT0345834,PRD00014,SupplierG,Pants,Cotton,0.42,27.0,Method2,LayoutC,Good,M,Winter
2024-02-25,RPT0310141,PRD00013,SupplierA,T-Shirt,Silk,0.1,35.0,Method3,LayoutA,Good,S,Summer
2024-02-25,RPT0443965,PRD00008,SupplierA,T-Shirt,Polyester,0.13,43.0,Method2,LayoutB,Uncertain,S,Spring
2024-02-25,RPT0458700,PRD00026,SupplierA,T-Shirt,Cotton,0.15,40.0,Method1,LayoutB,Good,M,Autumn
2024-02-26,RPT0486427,PRD00019,SupplierE,Jacket,Cotton,0.76,15.0,Method2,LayoutD,Bad,M,Summer
2024-02-27,RPT0017288,PRD00033,SupplierA,Shirt,Silk,0.14,44.0,Method3,LayoutA,Good,L,Winter
2024-02-27,RPT0089060,PRD00020,SupplierB,Pants,Cotton,0.34,27.0,Method1,LayoutC,Good,S,Spring
2024-02-27,RPT0102067,PRD00014,SupplierA,Pants,Cotton,0.42,23.0,Method2,LayoutC,Good,M,Winter
2024-02-27,RPT0399179,PRD00015,SupplierD,Shirt,Polyester,0.12,37.0,Method1,LayoutB,Good,M,Summer
2024-02-27,RPT0485629,PRD00030,SupplierA,Shirt,Wool,0.26,24.0,Method3,LayoutB,Good,S,Winter
2024-02-28,RPT0210916,PRD00001,SupplierF,Jacket,Cotton,0.84,12.0,Method1,LayoutC,Bad,L,Summer
2024-02-28,RPT0246775,PRD00025,SupplierC,Dress,Wool,0.72,16.0,Method3,LayoutD,Good,M,Autumn
2024-02-29,RPT0015863,PRD00019,SupplierG,Jacket,Cotton,0.76,15.0,Method1,LayoutD,Good,M,Summer
2024-02-29,RPT0272336,PRD00021,SupplierA,Suit,Cotton,1.11,5.0,Method1,LayoutE,Good,M,Spring
2024-02-29,RPT0285597,PRD00029,SupplierA,Skirt,Wool,0.32,33.0,Method3,LayoutB,Good,S,Summer
2024-03-01,RPT0360732,PRD00004,SupplierF,Skirt,Polyester,0.25,26.0,Method1,LayoutC,Good,L,Winter
2024-03-01,RPT0447204,PRD00031,SupplierB,Skirt,Cotton,0.32,28.0,Method1,LayoutC,Good,L,Summer
2024-03-01,RPT0487247,PRD00017,SupplierF,Pants,Cotton,0.37,28.0,Method2,LayoutC,Bad,L,Summer
2024-03-01,RPT0487481,PRD00008,SupplierC,T-Shirt,Polyester,0.13,36.0,Method1,LayoutB,Bad,S,Spring
2024-03-02,RPT0416629,PRD00029,SupplierB,Skirt,Wool,0.32,20.0,Method3,LayoutB,Bad,S,Summer
2024-03-02,RPT0435401,PRD00027,SupplierF,Shirt,Silk,0.11,33.0,Method3,LayoutB,Bad,S,Summer
2024-03-02,RPT0460059,PRD00006,SupplierF,Shirt,Silk,0.16,44.0,Method3,LayoutB,Bad,L,Summer
2024-03-02,RPT0470588,PRD00025,SupplierA,Dress,Wool,0.72,19.0,Method3,LayoutC,Good,M,Autumn
2024-03-03,RPT0240907,PRD00018,SupplierC,Dress,Cotton,0.46,28.0,Method2,LayoutB,Good,XL,Winter
2024-03-03,RPT0393105,PRD00033,SupplierE,Shirt,Silk,0.14,40.0,Method3,LayoutA,Bad,L,Winter
2024-03-04,RPT0284182,PRD00005,SupplierF,Shirt,Polyester,0.16,12.0,Method1,LayoutA,Good,M,Spring
2024-03-04,RPT0310557,PRD00013,SupplierC,T-Shirt,Silk,0.1,34.0,Method3,LayoutB,Good,S,Summer
2024-03-05,RPT0148550,PRD00029,SupplierB,Skirt,Wool,0.32,25.0,Method3,LayoutC,Good,S,Summer
2024-03-05,RPT0291916,PRD00028,SupplierE,Dress,Silk,0.37,23.0,Method3,LayoutC,Good,XS,Winter
2024-03-05,RPT0295582,PRD00017,SupplierG,Pants,Cotton,0.37,26.0,Method2,LayoutB,Good,L,Summer
2024-03-05,RPT0366115,PRD00023,SupplierB,Pants,Silk,0.28,34.0,Method3,LayoutB,Good,M,Summer
2024-03-05,RPT0377993,PRD00002,SupplierC,Shorts,Cotton,0.35,32.0,Method2,LayoutB,Good,S,Summer
2024-03-05,RPT0453471,PRD00023,SupplierA,Pants,Silk,0.28,31.0,Method3,LayoutC,Good,M,Summer
2024-03-06,RPT0128409,PRD00021,SupplierG,Suit,Cotton,1.11,9.0,Method1,LayoutD,Bad,M,Spring
2024-03-06,RPT0364233,PRD00023,SupplierC,Pants,Silk,0.28,28.0,Method3,LayoutB,Bad,M,Summer
2024-03-07,RPT0210672,PRD00012,SupplierG,Shorts,Wool,0.33,22.0,Method3,LayoutB,Good,XS,Summer
2024-03-07,RPT0230436,PRD00013,SupplierD,T-Shirt,Silk,0.1,42.0,Method3,LayoutA,Bad,S,Summer
2024-03-07,RPT0316594,PRD00002,SupplierA,Shorts,Cotton,0.35,23.0,Method2,LayoutC,Good,S,Summer
2024-03-08,RPT0069868,PRD00023,SupplierB,Pants,Silk,0.28,26.0,Method3,LayoutC,Bad,M,Summer
2024-03-08,RPT0158113,PRD00004,SupplierA,Skirt,Polyester,0.25,33.0,Method2,LayoutB,Bad,L,Winter
2024-03-09,RPT0086992,PRD00019,SupplierB,Jacket,Cotton,0.76,17.0,Method1,LayoutD,Bad,M,Summer
2024-03-09,RPT0255090,PRD00026,SupplierA,T-Shirt,Cotton,0.15,49.0,Method2,LayoutB,Good,M,Autumn
2024-03-09,RPT0319687,PRD00029,SupplierH,Skirt,Wool,0.32,31.0,Method3,LayoutB,Bad,S,Summer
2024-03-09,RPT0356555,PRD00009,SupplierB,Skirt,Linen,0.23,34.0,Method3,LayoutA,Good,L,Summer
2024-03-09,RPT0369710,PRD00016,SupplierA,Shirt,Cotton,0.2,32.0,Method2,LayoutA,Good,L,Spring
2024-03-09,RPT0373527,PRD00008,SupplierB,T-Shirt,Polyester,0.13,49.0,Method2,LayoutB,Good,S,Spring
2024-03-10,RPT0135294,PRD00001,SupplierE,Jacket,Cotton,0.84,16.0,Method2,LayoutC,Bad,L,Summer
2024-03-10,RPT0226313,PRD00021,SupplierD,Suit,Cotton,1.11,9.0,Method1,LayoutE,Good,M,Spring
2024-03-10,RPT0420174,PRD00004,SupplierA,Skirt,Polyester,0.25,28.0,Method2,LayoutB,Good,L,Winter
2024-03-10,RPT0476214,PRD00008,SupplierE,T-Shirt,Polyester,0.13,42.0,Method2,LayoutA,Good,S,Spring
2024-03-11,RPT0091338,PRD00026,SupplierA,T-Shirt,Cotton,0.15,42.0,Method1,LayoutA,Good,M,Autumn
2024-03-11,RPT0218803,PRD00023,SupplierE,Pants,Silk,0.28,25.0,Method3,LayoutC,Good,M,Summer
2024-03-11,RPT0298823,PRD00032,SupplierC,Shirt,Denim,0.3,25.0,Method2,LayoutC,Good,S,Summer
2024-03-11,RPT0301304,PRD00021,SupplierB,Suit,Cotton,1.11,5.0,Method1,LayoutD,Good,M,Spring
2024-03-11,RPT0392194,PRD00032,SupplierC,Shirt,Denim,0.3,28.0,Method2,LayoutC,Good,S,Summer
2024-03-11,RPT0416293,PRD00003,SupplierE,Sweater,Cotton,0.85,16.0,Method2,LayoutD,Good,M,Spring
2024-03-12,RPT0177600,PRD00025,SupplierE,Dress,Wool,0.72,13.0,Method3,LayoutD,Bad,M,Autumn
2024-03-12,RPT0281693,PRD00023,SupplierC,Pants,Silk,0.28,29.0,Method3,LayoutA,Good,M,Summer
2024-03-12,RPT0330973,PRD00022,SupplierH,Shirt,Cotton,0.16,49.0,Method1,LayoutB,Good,M,Autumn
2024-03-13,RPT0364547,PRD00016,SupplierB,Shirt,Cotton,0.2,24.0,Method2,LayoutA,Good,L,Spring
2024-03-13,RPT0439883,PRD00008,SupplierA,T-Shirt,Polyester,0.13,47.0,Method1,LayoutA,Good,S,Spring
2024-03-14,RPT0209155,PRD00013,SupplierD,T-Shirt,Silk,0.1,32.0,Method3,LayoutB,bad,S,Summer
2024-03-14,RPT0328726,PRD00034,SupplierB,Shorts,Silk,0.23,29.0,Method3,LayoutA,Good,M,Summer
2024-03-15,RPT0105869,PRD00034,SupplierF,Shorts,Silk,0.23,25.0,Method3,LayoutB,Bad,M,Summer
2024-03-15,RPT0116660,PRD00029,SupplierA,Skirt,Wool,0.32,34.0,Method3,LayoutB,Good,S,Summer
2024-03-15,RPT0474387,PRD00011,SupplierD,Shirt,Silk,0.15,47.0,Method3,LayoutB,Good,M,Summer
2024-03-16,RPT0003343,PRD00026,SupplierB,T-Shirt,Cotton,0.15,47.0,Method1,LayoutA,Bad,M,Autumn
2024-03-16,RPT0339193,PRD00034,SupplierH,Shorts,Silk,0.23,30.0,Method3,LayoutF,Good,M,Summer
2024-03-16,RPT0494647,PRD00009,SupplierC,Skirt,Linen,0.23,32.0,Method3,LayoutA,Good,L,Summer
2024-03-17,RPT0137667,PRD00001,SupplierB,Jacket,Cotton,0.84,33.0,Method1,LayoutD,Good,L,Summer
2024-03-17,RPT0160530,PRD00007,SupplierA,Shirt,Cotton,0.22,20.0,Method2,LayoutB,Good,XL,Winter
2024-03-17,RPT0298000,PRD00026,SupplierD,T-Shirt,Cotton,0.15,33.0,Method1,LayoutB,Good,M,Autumn
2024-03-17,RPT0329778,PRD00024,SupplierC,Jacket,Cotton,0.73,16.0,Method1,LayoutD,Good,L,Summer
2024-03-17,RPT0372175,PRD00005,SupplierF,Shirt,Polyester,0.16,33.0,Method2,LayoutA,Bad,M,Spring
2024-03-18,RPT0214863,PRD00008,SupplierB,T-Shirt,Polyester,0.13,33.0,Method1,LayoutA,Good,S,Spring
2024-03-18,RPT0386025,PRD00028,SupplierA,Dress,Silk,0.37,27.0,Method3,LayoutC,Good,XS,Winter
2024-03-18,RPT0430608,PRD00034,SupplierA,Shorts,Silk,0.23,26.0,Method3,LayoutA,Good,M,Summer
2024-03-19,RPT0049344,PRD00034,SupplierC,Shorts,Silk,0.23,28.0,Method3,LayoutB,Good,M,Summer
2024-03-19,RPT0084489,PRD00024,SupplierD,Jacket,Cotton,0.73,18.0,Method1,LayoutD,Good,L,Summer
2024-03-19,RPT0091038,PRD00020,SupplierG,Pants,Cotton,0.34,27.0,Method2,LayoutB,Good,S,Spring
2024-03-19,RPT0186050,PRD00015,SupplierC,Shirt,Polyester,0.12,30.0,Method2,LayoutB,Good,M,Summer
2024-03-19,RPT0224628,PRD00021,SupplierA,Suit,Cotton,1.11,6.0,Method1,LayoutD,Bad,M,Spring
2024-03-20,RPT0044544,PRD00001,SupplierC,Jacket,Cotton,0.84,12.0,Method2,LayoutD,Good,L,Summer
2024-03-20,RPT0076948,PRD00018,SupplierC,Dress,Cotton,0.46,22.0,Method4,LayoutC,Bad,XL,Winter
2024-03-20,RPT0453844,PRD00009,SupplierA,Skirt,Linen,0.23,20.0,Method2,LayoutA,Good,L,Summer
