ProductReference,SupplierName,ProposedLayout,ProposedFoldingMethod,ProposedUnitsPerCarton,ProductName,GarmentType,Material,Size,Collection,Weight
PRD01452,SupplierA,LayoutD,Method1,19.0,Suit Polyester L,Suit,Polyester,L,Spring,0.81
PRD01451,SupplierA,LayoutC,Method1,23.0,Dress Cotton L,Dress,Cotton,L,Spring,0.47
PRD01450,SupplierG,LayoutC,Method3,17.0,Coat Silk M,Coat,Silk,M,Winter,0.89
PRD01449,SupplierB,LayoutC,Method1,28.0,Shorts Cotton L,Shorts,Cotton,L,Autumn,0.32
PRD01448,SupplierC,LayoutA,Method1,42.0,T-Shirt Polyester S,T-Shirt,Polyester,S,Spring,0.1
PRD01468,SupplierB,LayoutD,Method3,12.0,Jacket Wool M,Jacket,Wool,M,Summer,0.92
PRD01467,SupplierA,LayoutC,Method1,10.0,Hoodie Cotton XS,Hoodie,Cotton,XS,Spring,0.76
PRD01466,SupplierB,LayoutA,Method2,42.0,Shirt Cotton XL,Shirt,Cotton,XL,Spring,0.19
PRD01465,SupplierD,LayoutE,Method3,9.0,Hoodie Wool M,Hoodie,Wool,M,Spring,1.19
PRD01464,SupplierF,LayoutD,Method1,8.0,Suit Cotton M,Suit,Cotton,M,Autumn,1.04
PRD01463,SupplierC,LayoutB,Method1,12.5,Shirt Polyester L,Shirt,Polyester,L,Autumn,0.14
PRD01462,SupplierC,LayoutE,Method1,4.0,Suit Cotton L,Suit,Cotton,L,Spring,1.06
PRD01461,SupplierD,LayoutD,Method2,10.0,Jacket Cotton L,Jacket,Cotton,L,Summer,0.89
PRD01460,SupplierH,LayoutC,Method3,19.0,Suit Silk L,Suit,Silk,L,Spring,0.71
PRD01459,SupplierB,LayoutC,Method3,20.0,Pants Silk L,Pants,Silk,L,Autumn,0.27
PRD01458,SupplierF,LayoutD,Method2,6.0,Coat Cotton L,Coat,Cotton,L,Autumn,1.6
PRD01479,SupplierF,LayoutB,Method1,33.0,T-Shirt Cotton XS,T-Shirt,Cotton,XS,Autumn,0.14
PRD01478,SupplierC,LayoutD,Method3,19.0,Sweater Wool M,Sweater,Wool,M,Winter,0.75
PRD01477,SupplierB,LayoutA,Method1,31.0,T-Shirt Polyester M,T-Shirt,Polyester,M,Winter,0.14
PRD01476,SupplierA,LayoutE,Method2,8.0,Suit Cotton M,Suit,Cotton,M,Spring,1.0
PRD01475,SupplierD,LayoutB,Method3,11.0,Pants Wool M,Pants,Wool,M,Autumn,0.58
PRD01474,SupplierF,LayoutD,Method2,18.0,Jacket Polyester XL,Jacket,Polyester,XL,Spring,0.66
PRD01473,SupplierC,LayoutC,Method2,24.0,Blouse Denim L,Blouse,Denim,L,Spring,0.28
PRD01472,SupplierE,LayoutB,Method1,14.0,Sweater Cotton S,Sweater,Cotton,S,Summer,0.56
PRD01471,SupplierC,LayoutB,Method1,23.0,Skirt Cotton XS,Skirt,Cotton,XS,Spring,0.28
PRD01470,SupplierA,LayoutB,Method3,46.0,T-Shirt Silk M,T-Shirt,Silk,M,Summer,0.11
PRD01469,SupplierD,LayoutB,Method2,34.0,Blouse Cotton L,Blouse,Cotton,L,Spring,0.25
PRD01489,SupplierF,LayoutC,Method2,10.0,Jacket Linen L,Jacket,Linen,L,Spring,0.67
PRD01488,SupplierA,LayoutD,Method1,4.0,Coat Polyester S,Coat,Polyester,S,Winter,1.27
PRD01487,SupplierE,LayoutD,Method2,18.0,Jacket Cotton L,Jacket,Cotton,L,Summer,0.62
PRD01486,SupplierA,LayoutD,Method1,10.0,Jacket Polyester XL,Jacket,Polyester,XL,Autumn,0.75
PRD01485,SupplierA,LayoutC,Method2,28.0,Pants Cotton L,Pants,Cotton,L,Autumn,0.48
PRD01484,SupplierF,LayoutA,Method2,44.0,Shirt Polyester L,Shirt,Polyester,L,Summer,0.15
PRD01483,SupplierB,LayoutB,Method1,24.0,Skirt Polyester S,Skirt,Polyester,S,Summer,0.25
PRD01482,SupplierB,LayoutB,Method2,42.0,Shirt Cotton S,Shirt,Cotton,S,Winter,0.18
PRD01481,SupplierE,LayoutB,Method2,44.0,T-Shirt Polyester M,T-Shirt,Polyester,M,Summer,0.12
PRD01480,SupplierB,LayoutC,Method2,19.0,Jacket Linen M,Jacket,Linen,M,Summer,0.55
PRD01499,SupplierA,LayoutD,Method2,15.0,Jacket Cotton S,Jacket,Cotton,S,Winter,0.86
PRD01498,SupplierA,LayoutC,Method1,17.0,Dress Cotton XL,Dress,Cotton,XL,Summer,0.5
PRD01497,SupplierD,LayoutD,Method1,7.0,Suit Cotton M,Suit,Cotton,M,Spring,1.07
PRD01496,SupplierA,LayoutD,Method2,17.0,Suit Polyester L,Suit,Polyester,L,Summer,0.81
PRD01495,SupplierA,LayoutB,Method2,22.0,Skirt Polyester L,Skirt,Polyester,L,Spring,0.24
PRD01494,SupplierB,LayoutB,Method2,39.0,Shirt Linen XL,Shirt,Linen,XL,Autumn,0.15
PRD01493,SupplierA,LayoutB,Method2,33.0,Pants Polyester L,Pants,Polyester,L,Summer,0.35
PRD01492,SupplierB,LayoutC,Method1,12.0,Jacket Cotton L,Jacket,Cotton,L,Autumn,0.92
PRD01491,SupplierE,LayoutC,Method2,27.0,Pants Denim L,Pants,Denim,L,Winter,0.45
PRD01490,SupplierE,LayoutC,Method2,17.0,Jacket Polyester S,Jacket,Polyester,S,Spring,0.68
PRD01508,SupplierE,LayoutB,Method1,33.0,Skirt Cotton L,Skirt,Cotton,L,Winter,0.34
PRD01507,SupplierA,LayoutA,Method3,29.0,Skirt Silk L,Skirt,Silk,L,Spring,0.21
PRD01506,SupplierA,LayoutD,Method3,14.0,Jacket Linen M,Jacket,Linen,M,Summer,0.73
PRD01505,SupplierH,LayoutC,Method2,16.0,Jacket Polyester L,Jacket,Polyester,L,Autumn,0.73
PRD01504,SupplierF,LayoutC,Method1,31.0,Pants Cotton XS,Pants,Cotton,XS,Summer,0.45
PRD01503,SupplierA,LayoutB,Method3,31.0,Shirt Wool L,Shirt,Wool,L,Winter,0.24
PRD01502,SupplierA,LayoutB,Method3,28.0,Dress Silk S,Dress,Silk,S,Winter,0.3
PRD01501,SupplierA,LayoutB,Method1,13.0,Dress Cotton M,Dress,Cotton,M,Winter,0.53
PRD01500,SupplierF,LayoutB,Method2,41.0,T-Shirt Denim XL,T-Shirt,Denim,XL,Autumn,0.19
PRD01517,SupplierD,LayoutE,Method2,5.0,Suit Cotton S,Suit,Cotton,S,Summer,1.01
PRD01516,SupplierB,LayoutA,Method1,36.0,Shirt Polyester M,Shirt,Polyester,M,Winter,0.19
PRD01515,SupplierA,LayoutB,Method3,29.0,Shirt Wool L,Shirt,Wool,L,Winter,0.26
PRD01514,SupplierF,LayoutB,Method2,41.0,Shirt Cotton M,Shirt,Cotton,M,Autumn,0.18
PRD01513,SupplierD,LayoutA,Method3,40.0,Shorts Silk S,Shorts,Silk,S,Spring,0.19
PRD01512,SupplierG,LayoutE,Method2,7.0,Coat Polyester L,Coat,Polyester,L,Winter,1.2
PRD01511,SupplierC,LayoutA,Method2,40.0,T-Shirt Cotton S,T-Shirt,Cotton,S,Autumn,0.15
PRD01510,SupplierD,LayoutD,Method1,13.0,Sweater Cotton M,Sweater,Cotton,M,Summer,0.78
PRD01509,SupplierD,LayoutC,Method1,24.0,Skirt Cotton L,Skirt,Cotton,L,Winter,0.3
PRD01526,SupplierF,LayoutC,Method3,23.0,Pants Linen S,Pants,Linen,S,Summer,0.34
PRD01525,SupplierG,LayoutC,Method1,22.0,Dress Polyester M,Dress,Polyester,M,Autumn,0.38
PRD01524,SupplierB,LayoutB,Method1,21.0,Shirt Cotton S,Shirt,Cotton,S,Summer,0.2
PRD01523,SupplierA,LayoutD,Method1,17.0,Jacket Cotton S,Jacket,Cotton,S,Autumn,0.69
PRD01522,SupplierB,LayoutB,Method1,28.0,Shorts Cotton XL,Shorts,Cotton,XL,Summer,0.33
PRD01521,SupplierG,LayoutB,Method3,33.0,Shirt Wool XS,Shirt,Wool,XS,Winter,0.18
PRD01520,SupplierH,LayoutA,Method3,32.0,Shorts Silk L,Shorts,Silk,L,Spring,0.22
PRD01519,SupplierE,LayoutB,Method3,15.0,Pants Wool S,Pants,Wool,S,Summer,0.53
PRD01518,SupplierA,LayoutC,Method1,24.0,Blouse Cotton S,Blouse,Cotton,S,Autumn,0.25
PRD01537,SupplierA,LayoutB,Method3,33.0,Shirt Silk M,Shirt,Silk,M,Autumn,0.15
PRD01536,SupplierA,LayoutA,Method3,36.0,Shirt Silk L,Shirt,Silk,L,Spring,0.16
PRD01535,SupplierC,LayoutC,Method2,18.0,Jacket Cotton S,Jacket,Cotton,S,Winter,0.8
PRD01534,SupplierC,LayoutC,Method2,21.0,Pants Cotton XL,Pants,Cotton,XL,Autumn,0.38
PRD01533,SupplierA,LayoutE,Method3,5.0,Coat Silk S,Coat,Silk,S,Autumn,1.04
PRD01532,SupplierE,LayoutD,Method1,4.0,Suit Cotton S,Suit,Cotton,S,Spring,1.15
PRD01531,SupplierA,LayoutD,Method2,18.0,Pants Denim M,Pants,Denim,M,Winter,0.6
PRD01530,SupplierE,LayoutB,Method3,27.0,Skirt Wool L,Skirt,Wool,L,Summer,0.41
PRD01529,SupplierF,LayoutA,Method1,37.0,T-Shirt Polyester XS,T-Shirt,Polyester,XS,Summer,0.12
PRD01528,SupplierB,LayoutC,Method3,23.0,Pants Linen L,Pants,Linen,L,Winter,0.39
PRD01527,SupplierA,LayoutB,Method1,23.0,Pants Cotton L,Pants,Cotton,L,Winter,0.4
PRD01546,SupplierD,LayoutB,Method1,25.0,Dress Polyester L,Dress,Polyester,L,Summer,0.4
PRD01545,SupplierD,LayoutB,Method1,24.0,Shorts Polyester XL,Shorts,Polyester,XL,Autumn,0.22
PRD01544,SupplierF,LayoutC,Method2,26.0,Pants Polyester S,Pants,Polyester,S,Summer,0.35
PRD01543,SupplierB,LayoutC,Method2,21.0,Skirt Linen L,Skirt,Linen,L,Autumn,0.25
PRD01542,SupplierB,LayoutA,Method2,41.0,Shirt Cotton M,Shirt,Cotton,M,Summer,0.19
PRD01541,SupplierB,LayoutE,Method3,4.0,Coat Linen L,Coat,Linen,L,Autumn,1.35
PRD01540,SupplierF,LayoutC,Method3,24.0,Dress Wool L,Dress,Wool,L,Summer,0.46
PRD01539,SupplierC,LayoutB,Method2,39.0,Shirt Polyester M,Shirt,Polyester,M,Summer,0.16
PRD01538,SupplierD,LayoutC,Method1,14.0,Coat Polyester XS,Coat,Polyester,XS,Winter,0.89
PRD01555,SupplierB,LayoutC,Method1,32.0,Pants Polyester M,Pants,Polyester,M,Summer,0.34
PRD01554,SupplierB,LayoutB,Method3,31.0,Blouse Wool M,Blouse,Wool,M,Spring,0.29
PRD01553,SupplierH,LayoutB,Method2,42.0,T-Shirt Linen M,T-Shirt,Linen,M,Summer,0.14
PRD01552,SupplierA,LayoutB,Method3,32.0,Skirt Wool M,Skirt,Wool,M,Winter,0.36
PRD01551,SupplierA,LayoutB,Method1,34.0,Shorts Cotton M,Shorts,Cotton,M,Summer,0.32
PRD01550,SupplierD,LayoutE,Method2,8.0,Suit Denim L,Suit,Denim,L,Autumn,1.19
PRD01549,SupplierD,LayoutB,Method1,3.0,Shirt Polyester M,Shirt,Polyester,M,Spring,0.18
PRD01548,SupplierB,LayoutB,Method2,26.0,Skirt Denim L,Skirt,Denim,L,Summer,0.39
PRD01547,SupplierB,LayoutA,Method1,37.0,T-Shirt Polyester L,T-Shirt,Polyester,L,Winter,0.11
PRD01566,SupplierB,LayoutD,Method2,14.0,Jacket Cotton L,Jacket,Cotton,L,Winter,0.86
PRD01565,SupplierA,LayoutB,Method3,40.0,T-Shirt Linen S,T-Shirt,Linen,S,Summer,0.11
PRD01564,SupplierE,LayoutB,Method2,27.0,Pants Polyester S,Pants,Polyester,S,Winter,0.39
PRD01563,SupplierB,LayoutB,Method3,44.0,T-Shirt Silk M,T-Shirt,Silk,M,Winter,0.11
PRD01562,SupplierA,LayoutB,Method1,31.0,Pants Cotton S,Pants,Cotton,S,Summer,0.45
PRD01561,SupplierA,LayoutD,Method1,18.0,Jacket Polyester L,Jacket,Polyester,L,Autumn,0.62
PRD01560,SupplierG,LayoutA,Method2,23.0,Blouse Linen M,Blouse,Linen,M,Winter,0.24
PRD01559,SupplierE,LayoutB,Method1,31.0,T-Shirt Cotton L,T-Shirt,Cotton,L,Summer,0.16
PRD01558,SupplierF,LayoutC,Method3,19.0,Jacket Linen M,Jacket,Linen,M,Spring,0.73
PRD01557,SupplierB,LayoutC,Method3,10.0,Suit Silk S,Suit,Silk,S,Winter,0.69
PRD01556,SupplierH,LayoutC,Method1,33.0,Pants Polyester M,Pants,Polyester,M,Spring,0.34
PRD01577,SupplierA,LayoutA,Method2,30.0,Shirt Polyester M,Shirt,Polyester,M,Autumn,0.15
PRD01576,SupplierB,LayoutA,Method1,24.0,Shirt Cotton L,Shirt,Cotton,L,Spring,0.22
PRD01575,SupplierF,LayoutB,Method2,26.0,Pants Linen XL,Pants,Linen,XL,Autumn,0.31
PRD01574,SupplierC,LayoutA,Method1,32.0,T-Shirt Cotton S,T-Shirt,Cotton,S,Spring,0.18
PRD01573,SupplierC,LayoutC,Method1,18.0,Sweater Cotton L,Sweater,Cotton,L,Summer,0.68
PRD01572,SupplierA,LayoutA,Method2,33.0,Shirt Polyester XS,Shirt,Polyester,XS,Autumn,0.15
PRD01571,SupplierA,LayoutC,Method1,26.0,Skirt Cotton S,Skirt,Cotton,S,Spring,0.35
PRD01570,SupplierB,LayoutB,Method3,31.0,Dress Linen L,Dress,Linen,L,Winter,0.39
PRD01569,SupplierB,LayoutD,Method1,11.0,Suit Cotton M,Suit,Cotton,M,Autumn,0.97
PRD01568,SupplierA,LayoutB,Method1,37.0,Shirt Polyester S,Shirt,Polyester,S,Summer,0.18
PRD01567,SupplierA,LayoutE,Method1,7.0,Suit Cotton L,Suit,Cotton,L,Summer,1.12
PRD01589,SupplierB,LayoutB,Method2,11.0,Jacket Linen M,Jacket,Linen,M,Winter,0.59
PRD01588,SupplierA,LayoutC,Method2,17.0,Jacket Cotton L,Jacket,Cotton,L,Autumn,0.51
PRD01587,SupplierA,LayoutD,Method1,4.0,Coat Polyester L,Coat,Polyester,L,Summer,1.18
PRD01586,SupplierD,LayoutC,Method3,24.0,Shirt Wool XS,Shirt,Wool,XS,Summer,0.25
PRD01585,SupplierB,LayoutD,Method2,13.0,Hoodie Polyester S,Hoodie,Polyester,S,Summer,0.7
PRD01584,SupplierA,LayoutC,Method3,16.0,Dress Wool M,Dress,Wool,M,Summer,0.53
PRD01583,SupplierF,LayoutA,Method3,21.0,Skirt Silk S,Skirt,Silk,S,Summer,0.2
PRD01582,SupplierC,LayoutD,Method1,18.0,Jacket Cotton L,Jacket,Cotton,L,Winter,0.89
PRD01581,SupplierB,LayoutB,Method1,25.0,Pants Cotton XL,Pants,Cotton,XL,Winter,0.44
PRD01580,SupplierE,LayoutB,Method2,25.0,Skirt Linen S,Skirt,Linen,S,Summer,0.29
PRD01579,SupplierB,LayoutB,Method3,24.0,Skirt Wool M,Skirt,Wool,M,Spring,0.37
PRD01578,SupplierB,LayoutD,Method3,15.0,Suit Silk M,Suit,Silk,M,Spring,0.65
PRD01600,SupplierA,LayoutC,Method3,33.0,Blouse Wool L,Blouse,Wool,L,Summer,0.32
PRD01599,SupplierB,LayoutB,Method2,40.0,Shirt Cotton XL,Shirt,Cotton,XL,Summer,0.17
PRD01598,SupplierH,LayoutA,Method1,49.0,Shirt Cotton XL,Shirt,Cotton,XL,Winter,0.18
PRD01597,SupplierB,LayoutC,Method1,32.0,Pants Polyester L,Pants,Polyester,L,Spring,0.33
PRD01596,SupplierA,LayoutB,Method3,33.0,Skirt Linen L,Skirt,Linen,L,Winter,0.28
PRD01595,SupplierG,LayoutC,Method3,13.0,Sweater Silk L,Sweater,Silk,L,Winter,0.5
PRD01594,SupplierD,LayoutA,Method1,45.0,Shirt Cotton M,Shirt,Cotton,M,Autumn,0.17
PRD01593,SupplierA,LayoutA,Method1,34.0,Shirt Cotton L,Shirt,Cotton,L,Winter,0.21
PRD01592,SupplierB,LayoutC,Method3,18.0,Hoodie Silk S,Hoodie,Silk,S,Autumn,0.57
PRD01591,SupplierB,LayoutD,Method2,6.0,Coat Polyester L,Coat,Polyester,L,Spring,1.3
PRD01590,SupplierB,LayoutE,Method3,8.0,Coat Wool S,Coat,Wool,S,Spring,1.76
PRD01610,SupplierD,LayoutC,Method2,30.0,Skirt Cotton M,Skirt,Cotton,M,Spring,0.38
PRD01609,SupplierH,LayoutB,Method1,24.0,Pants Cotton M,Pants,Cotton,M,Autumn,0.36
PRD01608,SupplierA,LayoutB,Method2,49.0,T-Shirt Cotton L,T-Shirt,Cotton,L,Spring,0.15
PRD01607,SupplierA,LayoutA,Method2,22.0,Shirt Cotton M,Shirt,Cotton,M,Winter,0.21
PRD01606,SupplierB,LayoutB,Method3,28.0,Dress Linen L,Dress,Linen,L,Summer,0.48
PRD01605,SupplierC,LayoutC,Method1,34.0,Shirt Cotton XS,Shirt,Cotton,XS,Winter,0.21
PRD01604,SupplierB,LayoutD,Method3,12.5,Jacket Linen S,Jacket,Linen,S,Summer,0.73
PRD01603,SupplierB,LayoutB,Method2,15.0,Pants Denim L,Pants,Denim,L,Spring,0.59
PRD01602,SupplierG,LayoutB,Method2,31.0,Pants Linen L,Pants,Linen,L,Summer,0.33
PRD01601,SupplierC,LayoutB,Method1,48.0,Shirt Cotton XL,Shirt,Cotton,XL,Summer,0.17
PRD01622,SupplierD,LayoutB,Method2,34.0,Shirt Cotton S,Shirt,Cotton,S,Summer,0.22
PRD01621,SupplierB,LayoutB,Method1,33.0,Dress Polyester S,Dress,Polyester,S,Summer,0.4
PRD01620,SupplierC,LayoutC,Method2,17.0,Sweater Cotton M,Sweater,Cotton,M,Summer,0.69
PRD01619,SupplierA,LayoutB,Method3,32.0,Skirt Silk XS,Skirt,Silk,XS,Autumn,0.23
PRD01618,SupplierA,LayoutE,Method1,8.0,Suit Cotton XS,Suit,Cotton,XS,Winter,1.04
PRD01617,SupplierA,LayoutD,Method2,17.0,Hoodie Cotton M,Hoodie,Cotton,M,Summer,0.83
PRD01616,SupplierA,LayoutE,Method3,8.0,Suit Linen M,Suit,Linen,M,Spring,1.03
PRD01615,SupplierD,LayoutC,Method2,23.0,Pants Cotton L,Pants,Cotton,L,Spring,0.38
PRD01614,SupplierA,LayoutC,Method2,30.0,Pants Denim L,Pants,Denim,L,Spring,0.49
PRD01613,SupplierE,LayoutB,Method1,33.0,Skirt Cotton S,Skirt,Cotton,S,Winter,0.31
PRD01612,SupplierA,LayoutE,Method1,9.0,Suit Cotton XL,Suit,Cotton,XL,Winter,1.03
PRD01611,SupplierA,LayoutA,Method3,42.0,Blouse Silk L,Blouse,Silk,L,Spring,0.17
PRD01633,SupplierA,LayoutE,Method3,8.0,Suit Wool L,Suit,Wool,L,Spring,1.44
PRD01632,SupplierF,LayoutB,Method3,33.0,Pants Silk L,Pants,Silk,L,Autumn,0.26
PRD01631,SupplierF,LayoutC,Method3,17.0,Sweater Silk L,Sweater,Silk,L,Summer,0.5
PRD01630,SupplierB,LayoutC,Method1,33.0,Dress Polyester XL,Dress,Polyester,XL,Autumn,0.38
PRD01629,SupplierB,LayoutB,Method2,34.0,Shirt Cotton M,Shirt,Cotton,M,Autumn,0.19
PRD01628,SupplierC,LayoutB,Method1,22.0,Skirt Polyester L,Skirt,Polyester,L,Summer,0.21
PRD01627,SupplierA,LayoutB,Method3,30.0,Pants Linen L,Pants,Linen,L,Winter,0.37
PRD01626,SupplierD,LayoutE,Method1,8.0,Coat Cotton S,Coat,Cotton,S,Summer,1.35
PRD01625,SupplierA,LayoutB,Method1,23.0,Shirt Cotton L,Shirt,Cotton,L,Autumn,0.23
PRD01624,SupplierB,LayoutB,Method2,27.0,Shorts Cotton M,Shorts,Cotton,M,Autumn,0.24
PRD01623,SupplierD,LayoutB,Method2,23.0,Skirt Cotton L,Skirt,Cotton,L,Summer,0.3
PRD01644,SupplierG,LayoutD,Method3,5.0,Suit Wool M,Suit,Wool,M,Summer,1.19
PRD01643,SupplierA,LayoutC,Method2,30.0,Dress Polyester S,Dress,Polyester,S,Spring,0.42
PRD01642,SupplierB,LayoutA,Method2,44.0,T-Shirt Linen M,T-Shirt,Linen,M,Autumn,0.14
PRD01641,SupplierA,LayoutC,Method2,31.0,Skirt Denim XL,Skirt,Denim,XL,Spring,0.37
PRD01640,SupplierC,LayoutA,Method1,30.0,Shorts Polyester S,Shorts,Polyester,S,Spring,0.23
PRD01639,SupplierB,LayoutC,Method2,16.0,Hoodie Polyester L,Hoodie,Polyester,L,Summer,0.67
PRD01638,SupplierE,LayoutA,Method2,44.0,Shirt Polyester S,Shirt,Polyester,S,Winter,0.13
PRD01637,SupplierF,LayoutC,Method2,18.0,Jacket Polyester XS,Jacket,Polyester,XS,Summer,0.7
PRD01636,SupplierD,LayoutB,Method2,30.0,Pants Cotton S,Pants,Cotton,S,Spring,0.4
PRD01635,SupplierB,LayoutB,Method2,22.0,Shorts Cotton M,Shorts,Cotton,M,Autumn,0.33
PRD01634,SupplierB,LayoutA,Method3,34.0,T-Shirt Silk S,T-Shirt,Silk,S,Spring,0.11
PRD01653,SupplierC,LayoutC,Method2,20.0,Pants Cotton L,Pants,Cotton,L,Spring,0.36
PRD01652,SupplierB,LayoutB,Method1,31.0,Pants Polyester L,Pants,Polyester,L,Winter,0.34
PRD01651,SupplierA,LayoutB,Method1,23.0,Shirt Cotton S,Shirt,Cotton,S,Autumn,0.22
PRD01650,SupplierG,LayoutE,Method2,5.0,Coat Linen L,Coat,Linen,L,Summer,1.43
PRD01649,SupplierD,LayoutA,Method2,44.0,T-Shirt Cotton XL,T-Shirt,Cotton,XL,Autumn,0.16
PRD01648,SupplierF,LayoutB,Method1,41.0,T-Shirt Polyester XS,T-Shirt,Polyester,XS,Summer,0.09
PRD01647,SupplierB,LayoutB,Method2,29.0,Shirt Cotton L,Shirt,Cotton,L,Spring,0.21
PRD01646,SupplierE,LayoutD,Method1,18.0,Sweater Cotton XL,Sweater,Cotton,XL,Autumn,0.87
PRD01645,SupplierA,LayoutA,Method2,30.0,Shirt Cotton S,Shirt,Cotton,S,Autumn,0.2
PRD01664,SupplierB,LayoutB,Method3,27.0,Dress Linen L,Dress,Linen,L,Autumn,0.42
PRD01663,SupplierB,LayoutA,Method1,22.0,Blouse Polyester S,Blouse,Polyester,S,Spring,0.22
PRD01662,SupplierB,LayoutC,Method2,13.0,Dress Denim M,Dress,Denim,M,Winter,0.78
PRD01661,SupplierA,LayoutA,Method3,33.0,Skirt Silk S,Skirt,Silk,S,Summer,0.21
PRD01660,SupplierA,LayoutD,Method2,17.0,Jacket Cotton L,Jacket,Cotton,L,Summer,0.88
PRD01659,SupplierA,LayoutD,Method1,12.0,Jacket Cotton XL,Jacket,Cotton,XL,Summer,0.87
PRD01658,SupplierB,LayoutC,Method2,19.0,Pants Denim XS,Pants,Denim,XS,Autumn,0.51
PRD01657,SupplierA,LayoutC,Method2,9999.0,Skirt Denim M,Skirt,Denim,M,Summer,0.45
PRD01656,SupplierB,LayoutC,Method1,22.0,Shorts Polyester S,Shorts,Polyester,S,Summer,0.27
PRD01655,SupplierA,LayoutA,Method3,46.0,Shirt Silk L,Shirt,Silk,L,Summer,0.14
PRD01654,SupplierD,LayoutD,Method1,19.0,Jacket Cotton S,Jacket,Cotton,S,Winter,0.87
PRD01676,SupplierB,LayoutC,Method2,23.0,Pants Cotton L,Pants,Cotton,L,Spring,0.41
PRD01675,SupplierB,LayoutB,Method2,39.0,T-Shirt Cotton M,T-Shirt,Cotton,M,Winter,0.19
PRD01674,SupplierG,LayoutB,Method3,33.0,T-Shirt Silk M,T-Shirt,Silk,M,Summer,0.1
PRD01673,SupplierC,LayoutA,Method2,49.0,T-Shirt Cotton L,T-Shirt,Cotton,L,Spring,0.16
PRD01672,SupplierC,LayoutB,Method1,33.0,Blouse Cotton L,Blouse,Cotton,L,Winter,0.23
PRD01671,SupplierF,LayoutC,Method1,12.0,Jacket Cotton M,Jacket,Cotton,M,Winter,0.78
PRD01670,SupplierD,LayoutA,Method2,44.0,T-Shirt Cotton M,T-Shirt,Cotton,M,Autumn,0.17
PRD01669,SupplierA,LayoutC,Method3,27.0,Shirt Wool S,Shirt,Wool,S,Winter,0.25
PRD01668,SupplierC,LayoutB,Method3,28.0,Shorts Linen L,Shorts,Linen,L,Summer,0.29
PRD01667,SupplierA,LayoutC,Method1,20.0,Pants Polyester XL,Pants,Polyester,XL,Summer,0.38
PRD01666,SupplierA,LayoutB,Method2,44.0,T-Shirt Cotton L,T-Shirt,Cotton,L,Winter,0.16
PRD01665,SupplierA,LayoutC,Method3,18.0,Hoodie Linen S,Hoodie,Linen,S,Winter,0.83
PRD01685,SupplierD,LayoutB,Method2,31.0,Shirt Denim S,Shirt,Denim,S,Winter,0.27
PRD01684,SupplierC,LayoutB,Method2,36.0,T-Shirt Cotton XS,T-Shirt,Cotton,XS,Winter,0.15
PRD01683,SupplierA,LayoutD,Method1,10.0,Suit Polyester L,Suit,Polyester,L,Spring,0.7
PRD01682,SupplierD,LayoutC,Method1,17.0,Hoodie Cotton L,Hoodie,Cotton,L,Winter,0.89
PRD01681,SupplierE,LayoutB,Method2,22.0,Pants Cotton L,Pants,Cotton,L,Summer,0.4
PRD01680,SupplierH,LayoutE,Method1,8.0,Coat Cotton S,Coat,Cotton,S,Winter,1.5
PRD01679,SupplierC,LayoutB,Method1,49.0,Shirt Polyester L,Shirt,Polyester,L,Summer,0.18
PRD01678,SupplierB,LayoutC,Method2,15.0,Jacket Polyester M,Jacket,Polyester,M,Winter,0.6
PRD01677,SupplierA,LayoutA,Method1,33.0,Shirt Cotton S,Shirt,Cotton,S,Winter,0.21
PRD01697,SupplierA,LayoutB,Method2,30.0,Shirt Polyester M,Shirt,Polyester,M,Summer,0.16
PRD01696,SupplierA,LayoutA,Method1,28.0,Shirt Cotton XL,Shirt,Cotton,XL,Summer,0.2
PRD01695,SupplierC,LayoutD,Method1,12.5,Jacket Cotton S,Jacket,Cotton,S,Summer,0.73
PRD01694,SupplierC,LayoutA,Method3,31.0,Shirt Silk M,Shirt,Silk,M,Spring,0.12
PRD01693,SupplierG,LayoutD,Method3,13.0,Jacket Linen M,Jacket,Linen,M,Summer,0.69
PRD01692,SupplierC,LayoutB,Method2,34.0,Dress Polyester L,Dress,Polyester,L,Summer,0.36
PRD01691,SupplierF,LayoutB,Method2,22.0,Shirt Cotton XL,Shirt,Cotton,XL,Autumn,0.2
PRD01690,SupplierA,LayoutD,Method3,18.0,Sweater Wool M,Sweater,Wool,M,Summer,0.65
PRD01689,SupplierH,LayoutB,Method1,27.0,Skirt Cotton L,Skirt,Cotton,L,Spring,0.31
PRD01688,SupplierA,LayoutB,Method3,13.0,Dress Wool XL,Dress,Wool,XL,Winter,0.58
PRD01687,SupplierC,LayoutC,Method1,21.0,Shorts Cotton S,Shorts,Cotton,S,Summer,0.33
PRD01686,SupplierA,LayoutB,Method1,47.0,T-Shirt Polyester M,T-Shirt,Polyester,M,Autumn,0.1
PRD01708,SupplierE,LayoutB,Method2,20.0,Pants Denim M,Pants,Denim,M,Autumn,0.47
PRD01707,SupplierB,LayoutD,Method2,8.0,Suit Denim XL,Suit,Denim,XL,Summer,1.18
PRD01706,SupplierC,LayoutA,Method1,44.0,Shirt Polyester L,Shirt,Polyester,L,Spring,0.13
PRD01705,SupplierC,LayoutC,Method1,12.0,Jacket Cotton L,Jacket,Cotton,L,Autumn,0.96
PRD01704,SupplierE,LayoutB,Method1,13.0,Dress Cotton M,Dress,Cotton,M,Spring,0.56
